Year,Month,country,cnt
2018,9,Singapore,3514.0
2018,10,Singapore,2909.0
2018,11,Singapore,3532.0
2018,12,Singapore,3967.0
2019,1,Singapore,2615.0
2019,2,Singapore,3053.0
2019,3,Singapore,3356.0
2019,4,Singapore,3048.0
2019,5,Singapore,4669.0
2019,6,Singapore,6879.0
2019,7,Singapore,3594.0
2019,8,Singapore,3459.0
2019,9,Singapore,3593.0
2019,10,Singapore,3309.0
2019,11,Singapore,3593.0
2019,12,Singapore,5644.0
2020,1,Singapore,4482.0
2020,2,Singapore,1865.0
2020,3,Singapore,916.0
2020,4,Singapore,1.0
2020,5,Singapore,3.0
2020,6,Singapore,2.0
2020,7,Singapore,18.0
2020,8,Singapore,7.0
2020,9,Singapore,33.0
2020,10,Singapore,19.0
2020,11,Singapore,14.0
2020,12,Singapore,3.0
2001,1,Australia,
2001,2,Australia,
2001,3,Australia,
2001,4,Australia,
2001,5,Australia,
2001,6,Australia,
2001,7,Australia,
2001,8,Australia,
2001,9,Australia,
2001,10,Australia,
2001,11,Australia,
2001,12,Australia,
2002,1,Australia,
2002,2,Australia,
2002,3,Australia,
2002,4,Australia,
2002,5,Australia,
2002,6,Australia,
2002,7,Australia,
2002,8,Australia,
2002,9,Australia,
2002,10,Australia,
2002,11,Australia,
2002,12,Australia,
2003,1,Australia,
2003,2,Australia,
2003,3,Australia,
2003,4,Australia,
2003,5,Australia,
2003,6,Australia,
2003,7,Australia,
2003,8,Australia,
2003,9,Australia,
2003,10,Australia,
2003,11,Australia,
2003,12,Australia,
2004,1,Australia,
2004,2,Australia,
2004,3,Australia,
2004,4,Australia,
2004,5,Australia,
2004,6,Australia,
2004,7,Australia,
2004,8,Australia,
2004,9,Australia,
2004,10,Australia,
2004,11,Australia,
2004,12,Australia,
2005,1,Australia,
2005,2,Australia,
2005,3,Australia,
2005,4,Australia,
2005,5,Australia,
2005,6,Australia,
2005,7,Australia,
2005,8,Australia,
2005,9,Australia,
2005,10,Australia,
2005,11,Australia,
2005,12,Australia,
2006,1,Australia,
2006,2,Australia,
2006,3,Australia,
2006,4,Australia,
2006,5,Australia,
2006,6,Australia,
2006,7,Australia,
2006,8,Australia,
2006,9,Australia,
2006,10,Australia,
2006,11,Australia,
2006,12,Australia,
2007,1,Australia,1652.0
2007,2,Australia,1491.0
2007,3,Australia,1881.0
2007,4,Australia,1232.0
2007,5,Australia,1202.0
2007,6,Australia,1736.0
2007,7,Australia,2413.0
2007,8,Australia,1549.0
2007,9,Australia,2092.0
2007,10,Australia,1563.0
2007,11,Australia,2753.0
2007,12,Australia,1971.0
2008,1,Australia,1791.0
2008,2,Australia,1428.0
2008,3,Australia,1371.0
2008,4,Australia,1370.0
2008,5,Australia,1133.0
2008,6,Australia,1357.0
2008,7,Australia,2233.0
2008,8,Australia,2401.0
2008,9,Australia,1921.0
2008,10,Australia,1857.0
2008,11,Australia,1646.0
2008,12,Australia,2110.0
2009,1,Australia,2081.0
2009,2,Australia,1311.0
2009,3,Australia,1435.0
2009,4,Australia,1841.0
2009,5,Australia,1660.0
2009,6,Australia,1788.0
2009,7,Australia,2041.0
2009,8,Australia,1597.0
2009,9,Australia,1811.0
2009,10,Australia,1879.0
2009,11,Australia,1656.0
2009,12,Australia,2113.0
2010,1,Australia,1859.0
2010,2,Australia,1602.0
2010,3,Australia,1166.0
2010,4,Australia,1001.0
2010,5,Australia,1154.0
2010,6,Australia,2185.0
2010,7,Australia,1788.0
2010,8,Australia,1324.0
2010,9,Australia,1458.0
2010,10,Australia,1353.0
2010,11,Australia,1250.0
2010,12,Australia,1378.0
2011,1,Australia,2041.0
2011,2,Australia,1258.0
2011,3,Australia,1126.0
2011,4,Australia,1772.0
2011,5,Australia,1449.0
2011,6,Australia,1457.0
2011,7,Australia,2131.0
2011,8,Australia,1387.0
2011,9,Australia,1544.0
2011,10,Australia,1579.0
2011,11,Australia,1611.0
2011,12,Australia,2074.0
2012,1,Australia,2889.0
2012,2,Australia,1292.0
2012,3,Australia,1699.0
2012,4,Australia,1642.0
2012,5,Australia,1496.0
2012,6,Australia,2065.0
2012,7,Australia,2191.0
2012,8,Australia,1612.0
2012,9,Australia,1889.0
2012,10,Australia,1739.0
2012,11,Australia,1651.0
2012,12,Australia,2012.0
2013,1,Australia,1794.0
2013,2,Australia,1562.0
2013,3,Australia,1707.0
2013,4,Australia,1759.0
2013,5,Australia,1591.0
2013,6,Australia,1987.0
2013,7,Australia,1856.0
2013,8,Australia,1582.0
2013,9,Australia,1903.0
2013,10,Australia,1638.0
2013,11,Australia,1628.0
2013,12,Australia,2274.0
2014,1,Australia,2202.0
2014,2,Australia,1401.0
2014,3,Australia,1552.0
2014,4,Australia,1929.0
2014,5,Australia,1647.0
2014,6,Australia,1745.0
2014,7,Australia,2119.0
2014,8,Australia,1626.0
2014,9,Australia,1848.0
2014,10,Australia,1504.0
2014,11,Australia,1451.0
2014,12,Australia,2015.0
2015,1,Australia,1524.0
2015,2,Australia,1498.0
2015,3,Australia,1453.0
2015,4,Australia,1608.0
2015,5,Australia,1390.0
2015,6,Australia,1643.0
2015,7,Australia,1550.0
2015,8,Australia,1316.0
2015,9,Australia,1512.0
2015,10,Australia,1309.0
2015,11,Australia,1428.0
2015,12,Australia,2001.0
2016,1,Australia,1737.0
2016,2,Australia,1883.0
2016,3,Australia,1473.0
2016,4,Australia,1623.0
2016,5,Australia,1200.0
2016,6,Australia,1231.0
2016,7,Australia,1703.0
2016,8,Australia,1290.0
2016,9,Australia,1611.0
2016,10,Australia,1160.0
2016,11,Australia,1459.0
2016,12,Australia,2130.0
2017,1,Australia,2276.0
2017,2,Australia,1184.0
2017,3,Australia,1597.0
2017,4,Australia,1519.0
2017,5,Australia,1270.0
2017,6,Australia,1633.0
2017,7,Australia,1870.0
2017,8,Australia,1282.0
2017,9,Australia,1768.0
2017,10,Australia,1386.0
2017,11,Australia,1328.0
2017,12,Australia,1820.0
2018,1,Australia,1470.0
2018,2,Australia,1365.0
2018,3,Australia,1423.0
2018,4,Australia,1464.0
2018,5,Australia,1052.0
2018,6,Australia,1351.0
2018,7,Australia,1753.0
2018,8,Australia,1188.0
2018,9,Australia,1210.0
2018,10,Australia,1036.0
2018,11,Australia,1290.0
2018,12,Australia,1644.0
2019,1,Australia,1614.0
2019,2,Australia,1114.0
2019,3,Australia,1123.0
2019,4,Australia,1580.0
2019,5,Australia,1114.0
2019,6,Australia,1407.0
2019,7,Australia,1871.0
2019,8,Australia,1209.0
2019,9,Australia,1432.0
2019,10,Australia,1213.0
2019,11,Australia,1353.0
2019,12,Australia,1851.0
2020,1,Australia,2750.0
2020,2,Australia,867.0
2020,3,Australia,355.0
2020,4,Australia,2.0
2020,5,Australia,2.0
2020,6,Australia,9.0
2020,7,Australia,19.0
2020,8,Australia,4.0
2020,9,Australia,17.0
2020,10,Australia,15.0
2020,11,Australia,8.0
2020,12,Australia,4.0
2001,1,New Zealand,
2001,2,New Zealand,
2001,3,New Zealand,
2001,4,New Zealand,
2001,5,New Zealand,
2001,6,New Zealand,
2001,7,New Zealand,
2001,8,New Zealand,
2001,9,New Zealand,
2001,10,New Zealand,
2001,11,New Zealand,
2001,12,New Zealand,
2002,1,New Zealand,
2002,2,New Zealand,
2002,3,New Zealand,
2002,4,New Zealand,
2002,5,New Zealand,
2002,6,New Zealand,
2002,7,New Zealand,
2002,8,New Zealand,
2002,9,New Zealand,
2002,10,New Zealand,
2002,11,New Zealand,
2002,12,New Zealand,
2003,1,New Zealand,
2003,2,New Zealand,
2003,3,New Zealand,
2003,4,New Zealand,
2003,5,New Zealand,
2003,6,New Zealand,
2003,7,New Zealand,
2003,8,New Zealand,
2003,9,New Zealand,
2003,10,New Zealand,
2003,11,New Zealand,
2003,12,New Zealand,
2004,1,New Zealand,
2004,2,New Zealand,
2004,3,New Zealand,
2004,4,New Zealand,
2004,5,New Zealand,
2004,6,New Zealand,
2004,7,New Zealand,
2004,8,New Zealand,
2004,9,New Zealand,
2004,10,New Zealand,
2004,11,New Zealand,
2004,12,New Zealand,
2005,1,New Zealand,
2005,2,New Zealand,
2005,3,New Zealand,
2005,4,New Zealand,
2005,5,New Zealand,
2005,6,New Zealand,
2005,7,New Zealand,
2005,8,New Zealand,
2005,9,New Zealand,
2005,10,New Zealand,
2005,11,New Zealand,
2005,12,New Zealand,
2006,1,New Zealand,
2006,2,New Zealand,
2006,3,New Zealand,
2006,4,New Zealand,
2006,5,New Zealand,
2006,6,New Zealand,
2006,7,New Zealand,
2006,8,New Zealand,
2006,9,New Zealand,
2006,10,New Zealand,
2006,11,New Zealand,
2006,12,New Zealand,
2007,1,New Zealand,554.0
2007,2,New Zealand,526.0
2007,3,New Zealand,471.0
2007,4,New Zealand,409.0
2007,5,New Zealand,621.0
2007,6,New Zealand,591.0
2007,7,New Zealand,674.0
2007,8,New Zealand,647.0
2007,9,New Zealand,623.0
2007,10,New Zealand,493.0
2007,11,New Zealand,719.0
2007,12,New Zealand,694.0
2008,1,New Zealand,573.0
2008,2,New Zealand,448.0
2008,3,New Zealand,403.0
2008,4,New Zealand,445.0
2008,5,New Zealand,463.0
2008,6,New Zealand,567.0
2008,7,New Zealand,776.0
2008,8,New Zealand,554.0
2008,9,New Zealand,563.0
2008,10,New Zealand,583.0
2008,11,New Zealand,467.0
2008,12,New Zealand,560.0
2009,1,New Zealand,691.0
2009,2,New Zealand,383.0
2009,3,New Zealand,407.0
2009,4,New Zealand,467.0
2009,5,New Zealand,581.0
2009,6,New Zealand,581.0
2009,7,New Zealand,498.0
2009,8,New Zealand,478.0
2009,9,New Zealand,523.0
2009,10,New Zealand,418.0
2009,11,New Zealand,458.0
2009,12,New Zealand,574.0
2010,1,New Zealand,415.0
2010,2,New Zealand,351.0
2010,3,New Zealand,340.0
2010,4,New Zealand,305.0
2010,5,New Zealand,338.0
2010,6,New Zealand,497.0
2010,7,New Zealand,444.0
2010,8,New Zealand,474.0
2010,9,New Zealand,397.0
2010,10,New Zealand,392.0
2010,11,New Zealand,327.0
2010,12,New Zealand,457.0
2011,1,New Zealand,396.0
2011,2,New Zealand,339.0
2011,3,New Zealand,393.0
2011,4,New Zealand,499.0
2011,5,New Zealand,433.0
2011,6,New Zealand,545.0
2011,7,New Zealand,625.0
2011,8,New Zealand,446.0
2011,9,New Zealand,334.0
2011,10,New Zealand,483.0
2011,11,New Zealand,401.0
2011,12,New Zealand,525.0
2012,1,New Zealand,526.0
2012,2,New Zealand,423.0
2012,3,New Zealand,480.0
2012,4,New Zealand,399.0
2012,5,New Zealand,403.0
2012,6,New Zealand,708.0
2012,7,New Zealand,604.0
2012,8,New Zealand,594.0
2012,9,New Zealand,555.0
2012,10,New Zealand,639.0
2012,11,New Zealand,596.0
2012,12,New Zealand,797.0
2013,1,New Zealand,579.0
2013,2,New Zealand,505.0
2013,3,New Zealand,611.0
2013,4,New Zealand,434.0
2013,5,New Zealand,545.0
2013,6,New Zealand,478.0
2013,7,New Zealand,495.0
2013,8,New Zealand,465.0
2013,9,New Zealand,423.0
2013,10,New Zealand,532.0
2013,11,New Zealand,332.0
2013,12,New Zealand,547.0
2014,1,New Zealand,509.0
2014,2,New Zealand,353.0
2014,3,New Zealand,446.0
2014,4,New Zealand,443.0
2014,5,New Zealand,494.0
2014,6,New Zealand,500.0
2014,7,New Zealand,593.0
2014,8,New Zealand,398.0
2014,9,New Zealand,436.0
2014,10,New Zealand,460.0
2014,11,New Zealand,341.0
2014,12,New Zealand,421.0
2015,1,New Zealand,371.0
2015,2,New Zealand,331.0
2015,3,New Zealand,416.0
2015,4,New Zealand,456.0
2015,5,New Zealand,362.0
2015,6,New Zealand,430.0
2015,7,New Zealand,443.0
2015,8,New Zealand,392.0
2015,9,New Zealand,426.0
2015,10,New Zealand,358.0
2015,11,New Zealand,317.0
2015,12,New Zealand,410.0
2016,1,New Zealand,360.0
2016,2,New Zealand,318.0
2016,3,New Zealand,437.0
2016,4,New Zealand,359.0
2016,5,New Zealand,371.0
2016,6,New Zealand,392.0
2016,7,New Zealand,485.0
2016,8,New Zealand,384.0
2016,9,New Zealand,345.0
2016,10,New Zealand,318.0
2016,11,New Zealand,233.0
2016,12,New Zealand,415.0
2017,1,New Zealand,449.0
2017,2,New Zealand,290.0
2017,3,New Zealand,469.0
2017,4,New Zealand,408.0
2017,5,New Zealand,442.0
2017,6,New Zealand,446.0
2017,7,New Zealand,505.0
2017,8,New Zealand,456.0
2017,9,New Zealand,392.0
2017,10,New Zealand,430.0
2017,11,New Zealand,384.0
2017,12,New Zealand,443.0
2018,1,New Zealand,402.0
2018,2,New Zealand,339.0
2018,3,New Zealand,476.0
2018,4,New Zealand,361.0
2018,5,New Zealand,325.0
2018,6,New Zealand,395.0
2018,7,New Zealand,521.0
2018,8,New Zealand,382.0
2018,9,New Zealand,376.0
2018,10,New Zealand,313.0
2018,11,New Zealand,269.0
2018,12,New Zealand,415.0
2019,1,New Zealand,389.0
2019,2,New Zealand,246.0
2019,3,New Zealand,321.0
2019,4,New Zealand,320.0
2019,5,New Zealand,350.0
2019,6,New Zealand,412.0
2019,7,New Zealand,442.0
2019,8,New Zealand,420.0
2019,9,New Zealand,357.0
2019,10,New Zealand,294.0
2019,11,New Zealand,278.0
2019,12,New Zealand,470.0
2020,1,New Zealand,498.0
2020,2,New Zealand,170.0
2020,3,New Zealand,102.0
2020,4,New Zealand,0.0
2020,5,New Zealand,0.0
2020,6,New Zealand,0.0
2020,7,New Zealand,7.0
2020,8,New Zealand,3.0
2020,9,New Zealand,3.0
2020,10,New Zealand,2.0
2020,11,New Zealand,1.0
2020,12,New Zealand,1.0
2001,1,Canada,558.0
2001,2,Canada,486.0
2001,3,Canada,473.0
2001,4,Canada,440.0
2001,5,Canada,424.0
2001,6,Canada,427.0
2001,7,Canada,570.0
2001,8,Canada,730.0
2001,9,Canada,361.0
2001,10,Canada,336.0
2001,11,Canada,378.0
2001,12,Canada,507.0
2002,1,Canada,471.0
2002,2,Canada,647.0
2002,3,Canada,651.0
2002,4,Canada,497.0
2002,5,Canada,568.0
2002,6,Canada,555.0
2002,7,Canada,651.0
2002,8,Canada,687.0
2002,9,Canada,454.0
2002,10,Canada,475.0
2002,11,Canada,491.0
2002,12,Canada,544.0
2003,1,Canada,400.0
2003,2,Canada,436.0
2003,3,Canada,536.0
2003,4,Canada,253.0
2003,5,Canada,402.0
2003,6,Canada,576.0
2003,7,Canada,506.0
2003,8,Canada,706.0
2003,9,Canada,664.0
2003,10,Canada,619.0
2003,11,Canada,790.0
2003,12,Canada,494.0
2004,1,Canada,1092.0
2004,2,Canada,1002.0
2004,3,Canada,791.0
2004,4,Canada,868.0
2004,5,Canada,668.0
2004,6,Canada,988.0
2004,7,Canada,1221.0
2004,8,Canada,1053.0
2004,9,Canada,983.0
2004,10,Canada,886.0
2004,11,Canada,852.0
2004,12,Canada,1025.0
2005,1,Canada,826.0
2005,2,Canada,776.0
2005,3,Canada,881.0
2005,4,Canada,705.0
2005,5,Canada,554.0
2005,6,Canada,852.0
2005,7,Canada,871.0
2005,8,Canada,761.0
2005,9,Canada,771.0
2005,10,Canada,551.0
2005,11,Canada,512.0
2005,12,Canada,951.0
2006,1,Canada,809.0
2006,2,Canada,645.0
2006,3,Canada,798.0
2006,4,Canada,704.0
2006,5,Canada,652.0
2006,6,Canada,309.0
2006,7,Canada,806.0
2006,8,Canada,635.0
2006,9,Canada,557.0
2006,10,Canada,649.0
2006,11,Canada,629.0
2006,12,Canada,885.0
2007,1,Canada,618.0
2007,2,Canada,789.0
2007,3,Canada,916.0
2007,4,Canada,510.0
2007,5,Canada,635.0
2007,6,Canada,619.0
2007,7,Canada,850.0
2007,8,Canada,710.0
2007,9,Canada,580.0
2007,10,Canada,722.0
2007,11,Canada,873.0
2007,12,Canada,882.0
2008,1,Canada,758.0
2008,2,Canada,724.0
2008,3,Canada,549.0
2008,4,Canada,518.0
2008,5,Canada,522.0
2008,6,Canada,588.0
2008,7,Canada,947.0
2008,8,Canada,804.0
2008,9,Canada,512.0
2008,10,Canada,600.0
2008,11,Canada,512.0
2008,12,Canada,816.0
2009,1,Canada,729.0
2009,2,Canada,669.0
2009,3,Canada,633.0
2009,4,Canada,623.0
2009,5,Canada,613.0
2009,6,Canada,566.0
2009,7,Canada,771.0
2009,8,Canada,691.0
2009,9,Canada,448.0
2009,10,Canada,539.0
2009,11,Canada,590.0
2009,12,Canada,611.0
2010,1,Canada,586.0
2010,2,Canada,582.0
2010,3,Canada,523.0
2010,4,Canada,406.0
2010,5,Canada,512.0
2010,6,Canada,478.0
2010,7,Canada,524.0
2010,8,Canada,547.0
2010,9,Canada,428.0
2010,10,Canada,495.0
2010,11,Canada,451.0
2010,12,Canada,406.0
2011,1,Canada,610.0
2011,2,Canada,577.0
2011,3,Canada,602.0
2011,4,Canada,563.0
2011,5,Canada,665.0
2011,6,Canada,534.0
2011,7,Canada,725.0
2011,8,Canada,556.0
2011,9,Canada,502.0
2011,10,Canada,683.0
2011,11,Canada,595.0
2011,12,Canada,742.0
2012,1,Canada,750.0
2012,2,Canada,739.0
2012,3,Canada,849.0
2012,4,Canada,746.0
2012,5,Canada,693.0
2012,6,Canada,708.0
2012,7,Canada,880.0
2012,8,Canada,715.0
2012,9,Canada,661.0
2012,10,Canada,777.0
2012,11,Canada,688.0
2012,12,Canada,682.0
2013,1,Canada,725.0
2013,2,Canada,915.0
2013,3,Canada,865.0
2013,4,Canada,655.0
2013,5,Canada,741.0
2013,6,Canada,615.0
2013,7,Canada,671.0
2013,8,Canada,736.0
2013,9,Canada,581.0
2013,10,Canada,724.0
2013,11,Canada,668.0
2013,12,Canada,696.0
2014,1,Canada,890.0
2014,2,Canada,809.0
2014,3,Canada,846.0
2014,4,Canada,615.0
2014,5,Canada,687.0
2014,6,Canada,594.0
2014,7,Canada,797.0
2014,8,Canada,699.0
2014,9,Canada,689.0
2014,10,Canada,663.0
2014,11,Canada,575.0
2014,12,Canada,700.0
2015,1,Canada,576.0
2015,2,Canada,729.0
2015,3,Canada,780.0
2015,4,Canada,773.0
2015,5,Canada,792.0
2015,6,Canada,489.0
2015,7,Canada,577.0
2015,8,Canada,507.0
2015,9,Canada,466.0
2015,10,Canada,551.0
2015,11,Canada,742.0
2015,12,Canada,689.0
2016,1,Canada,664.0
2016,2,Canada,943.0
2016,3,Canada,832.0
2016,4,Canada,758.0
2016,5,Canada,666.0
2016,6,Canada,573.0
2016,7,Canada,761.0
2016,8,Canada,600.0
2016,9,Canada,558.0
2016,10,Canada,652.0
2016,11,Canada,577.0
2016,12,Canada,804.0
2017,1,Canada,718.0
2017,2,Canada,680.0
2017,3,Canada,961.0
2017,4,Canada,807.0
2017,5,Canada,661.0
2017,6,Canada,613.0
2017,7,Canada,708.0
2017,8,Canada,657.0
2017,9,Canada,646.0
2017,10,Canada,740.0
2017,11,Canada,635.0
2017,12,Canada,676.0
2018,1,Canada,628.0
2018,2,Canada,715.0
2018,3,Canada,930.0
2018,4,Canada,860.0
2018,5,Canada,634.0
2018,6,Canada,591.0
2018,7,Canada,790.0
2018,8,Canada,551.0
2018,9,Canada,584.0
2018,10,Canada,669.0
2018,11,Canada,667.0
2018,12,Canada,669.0
2019,1,Canada,652.0
2019,2,Canada,743.0
2019,3,Canada,698.0
2019,4,Canada,652.0
2019,5,Canada,708.0
2019,6,Canada,780.0
2019,7,Canada,519.0
2019,8,Canada,651.0
2019,9,Canada,563.0
2019,10,Canada,658.0
2019,11,Canada,636.0
2019,12,Canada,774.0
2020,1,Canada,904.0
2020,2,Canada,565.0
2020,3,Canada,238.0
2020,4,Canada,2.0
2020,5,Canada,5.0
2020,6,Canada,1.0
2020,7,Canada,5.0
2020,8,Canada,4.0
2020,9,Canada,1.0
2020,10,Canada,2.0
2020,11,Canada,0.0
2020,12,Canada,3.0
2001,1,United Kingdom,
2001,2,United Kingdom,
2001,3,United Kingdom,
2001,4,United Kingdom,
2001,5,United Kingdom,
2001,6,United Kingdom,
2001,7,United Kingdom,
2001,8,United Kingdom,
2001,9,United Kingdom,
2001,10,United Kingdom,
2001,11,United Kingdom,
2001,12,United Kingdom,
2002,1,United Kingdom,
2002,2,United Kingdom,
2002,3,United Kingdom,
2002,4,United Kingdom,
2002,5,United Kingdom,
2002,6,United Kingdom,
2002,7,United Kingdom,
2002,8,United Kingdom,
2002,9,United Kingdom,
2002,10,United Kingdom,
2002,11,United Kingdom,
2002,12,United Kingdom,
2003,1,United Kingdom,
2003,2,United Kingdom,
2003,3,United Kingdom,
2003,4,United Kingdom,
2003,5,United Kingdom,
2003,6,United Kingdom,
2003,7,United Kingdom,
2003,8,United Kingdom,
2003,9,United Kingdom,
2003,10,United Kingdom,
2003,11,United Kingdom,
2003,12,United Kingdom,
2004,1,United Kingdom,
2004,2,United Kingdom,
2004,3,United Kingdom,
2004,4,United Kingdom,
2004,5,United Kingdom,
2004,6,United Kingdom,
2004,7,United Kingdom,
2004,8,United Kingdom,
2004,9,United Kingdom,
2004,10,United Kingdom,
2004,11,United Kingdom,
2004,12,United Kingdom,
2005,1,United Kingdom,
2005,2,United Kingdom,
2005,3,United Kingdom,
2005,4,United Kingdom,
2005,5,United Kingdom,
2005,6,United Kingdom,
2005,7,United Kingdom,
2005,8,United Kingdom,
2005,9,United Kingdom,
2005,10,United Kingdom,
2005,11,United Kingdom,
2005,12,United Kingdom,
2006,1,United Kingdom,
2006,2,United Kingdom,
